"";"species";"Abrev"
"3287";"Divana diva";"Diva"
"3288";"Corytophanes cristatus";"Cory"
"3289";"Goeppertia marantifolia";"Goep"
"3290";"Witheringia killipiana";"With"
"3291";"Campyloneurum magnificum";"Camp"
"3292";"Elaphoglossum herminieri";"Elap"
"3293";"Hypoderris nicotianifolia";"Hypo"
"3294";"Cookeina tricholoma";"Cook"
"3295";"Centrolobium paraense";"Cent"
"3296";"Piper bredemeyeri";"Pipe"
"3297";"Coccoloba mollis";"Cocc"
"3298";"Leonotis nepetifolia";"Leon"
"3299";"Anolis princeps";"Anol"
"3300";"Callicista columella";"Call"
"3301";"Danaus plexippus";"Dana"
"3302";"Diabroctis cadmus";"Diab"
"3303";"Heliconia platystachys";"Heli"
"3304";"Ricinus communis";"Rici"
"3305";"Digitaria setigera";"Digi"
"3306";"Palhinhaea cernua";"Palh"
"3307";"Chironius grandisquamis";"Chir"
"3308";"Paraponera clavata";"Para"
"3309";"Anolis lyra";"Anol"
"3310";"Axonopus scoparius";"Axon"
"3311";"Solanum lycopersicum";"Sola"
"3312";"Anadenanthera peregrina";"Anad"
"3313";"Annona danforthii";"Anno"
"3314";"Miconia oraria";"Mico"
"3315";"Monnina mollis";"Monn"
"3316";"Pterocarpus acapulcensis";"Pter"
"3317";"Cordia bicolor";"Cord"
"3318";"Anthurium ramonense";"Anth"
"3319";"Alchornea floribunda";"Alch"
"3320";"Solanum lepidotum";"Sola"
"3321";"Inga alba";"Inga"
"3322";"Staheliomyces cinctus";"Stah"
"3323";"Deltochilum panamensis";"Delt"
"3324";"Pera colombiana";"Pera"
"3325";"Leptodactylus melanonotus";"Lept"
"3326";"Scleria gaertneri";"Scle"
"3327";"Phlegmariurus taxifolius";"Phle"
"3328";"Bertiera guianensis";"Bert"
"3329";"Guapira opposita";"Guap"
"3330";"Lantana trifolia";"Lant"
"3331";"Eleotris amblyopsis";"Eleo"
"3332";"Hemieleotris levis";"Hemi"
"3333";"Tillandsia recurvata";"Till"
"3334";"Rauvolfia viridis";"Rauv"
"3335";"Desmanthus leptophyllus";"Desm"
"3336";"Stenopola dorsalis";"Sten"
"3337";"Myiobius villosus";"Myio"
"3338";"Oleria amaldina";"Oler"
"3339";"Oleria astrea";"Oler"
"3340";"Oleria zelica";"Oler"
"3341";"Perrhybris lypera";"Perr"
"3342";"Pierella helvina";"Pier"
"3343";"Pierella luna";"Pier"
"3344";"Psilocybe cubensis";"Psil"
"3345";"Callithomia alexirrhoe";"Call"
"3346";"Castilia ofella";"Cast"
"3347";"Catonephele orites";"Cato"
"3348";"Ceratinia tutia";"Cera"
"3349";"Chimastrum carnutes";"Chim"
"3350";"Cithaerias pireta";"Cith"
"3351";"Consul fabius";"Cons"
"3352";"Dircenna dero";"Dirc"
"3353";"Aspidosperma cuspa";"Aspi"
"3354";"Ascalapha odorata";"Asca"
"3355";"Bolitoglossa biseriata";"Boli"
"3356";"Aeria eurimedia";"Aeri"
"3357";"Anthanassa dubia";"Anth"
"3358";"Baeotus amazonicus";"Baeo"
"3359";"Dulcedo polita";"Dulc"
"3360";"Episcada polita";"Epis"
"3361";"Eresia emerantia";"Eres"
"3362";"Eresia quintilla";"Eres"
"3363";"Godyris zavaleta";"Gody"
"3364";"Haetera macleannania";"Haet"
"3365";"Heliconius cydno";"Heli"
"3366";"Melinaea ludovica";"Meli"
"3367";"Miconia melanodesma";"Mico"
"3368";"Epidendrum laterale";"Epid"
"3369";"Epidendrum microphyllum";"Epid"
"3370";"Epidendrum nocturnum";"Epid"
"3371";"Paullinia sprucei";"Paul"
"3372";"Miconia centronioides";"Mico"
"3373";"Paullinia granatensis";"Paul"
"3374";"Socratea hecatonandra";"Socr"
"3375";"Synechanthus warscewiczianus";"Syne"
"3376";"Eurybia dardus";"Eury"
"3377";"Heliconius erato";"Heli"
"3378";"Pareuptychia metaleuca";"Pare"
"3379";"Prosthechea chimborazoensis";"Pros"
"3380";"Handroanthus chrysanthus";"Hand"
"3381";"Megaskepasma erythrochlamys";"Mega"
"3382";"Dendrophidion clarkii";"Dend"
"3383";"Maxillaria alpestris";"Maxi"
"3384";"Coccoloba coronata";"Cocc"
"3385";"Manihot esculenta";"Mani"
"3386";"Piper aequale";"Pipe"
"3387";"Cactophagus sanguinolentus";"Cact"
"3388";"Rhinella alata";"Rhin"
"3389";"Anticarsia gemmatalis";"Anti"
"3390";"Euphyllodromia angustata";"Euph"
"3391";"Maxillaria fulgens";"Maxi"
"3392";"Maxillaria miniata";"Maxi"
"3393";"Palicourea berteroana";"Pali"
"3394";"Physalis pubescens";"Phys"
"3395";"Maxillaria misasii";"Maxi"
"3396";"Maxillaria procurrens";"Maxi"
"3397";"Oncidium auriculatoides";"Onci"
"3398";"Prosthechea fragrans";"Pros"
"3399";"Sobralia fragrans";"Sobr"
"3400";"Mussaenda philippica";"Muss"
"3401";"Hippeastrum puniceum";"Hipp"
"3402";"Dipsas temporalis";"Dips"
"3403";"Phrynonax shropshirei";"Phry"
"3404";"Siproeta stelenes";"Sipr"
"3405";"Crinum americanum";"Crin"
"3406";"Cyperus laxus";"Cype"
"3407";"Indigofera spicata";"Indi"
"3408";"Micrathena horrida";"Micr"
"3409";"Cestrum microcalyx";"Cest"
"3410";"Bassaricyon medius";"Bass"
"3411";"Cyclopes didactylus";"Cycl"
"3412";"Heteromys desmarestianus";"Hete"
"3413";"Hoplomys gymnurus";"Hopl"
"3414";"Marmosops chucha";"Marm"
"3415";"Tithonia rotundifolia";"Tith"
"3416";"Aloe vera";"Aloe"
"3417";"Aneilema umbrosum";"Anei"
"3418";"Callisia serrulata";"Call"
"3419";"Anthurium fragrantissimum";"Anth"
"3420";"Hypoleria lavinia";"Hypo"
"3421";"Basella alba";"Base"
"3422";"Rivina humilis";"Rivi"
"3423";"Amauropelta balbisii";"Amau"
"3424";"Blechnum polypodioides";"Blec"
"3425";"Danaea wendlandii";"Dana"
"3426";"Didymoglossum gourlianum";"Didy"
"3427";"Goniopteris biformata";"Goni"
"3428";"Goniopteris goedenii";"Goni"
"3429";"Goniopteris schaffneri";"Goni"
"3430";"Goniopteris tristis";"Goni"
"3431";"Hypolepis hostilis";"Hypo"
"3432";"Meniscium longifolium";"Meni"
"3433";"Nephrolepis biserrata";"Neph"
"3434";"Ipomoea violacea";"Ipom"
"3435";"Libidibia punctata";"Libi"
"3436";"Pseuderanthemum maculatum";"Pseu"
"3437";"Tridax procumbens";"Trid"
"3438";"Napeogenes stella";"Nape"
"3439";"Camponotus sericeiventris";"Camp"
"3440";"Ipomoea amnicola";"Ipom"
"3441";"Hyposcada virginiana";"Hypo"
"3442";"Bactris major";"Bact"
"3443";"Xyleus discoideus";"Xyle"
"3444";"Mimosa pudica";"Mimo"
"3445";"Gonioctena fornicata";"Goni"
"3446";"Atta cephalotes";"Atta"
"3447";"Coprinellus disseminatus";"Copr"
"3448";"Psiguria triphylla";"Psig"
"3449";"Phoenix dactylifera";"Phoe"
"3450";"Phaseolus vulgaris";"Phas"
"3451";"Physalia physalis";"Phys"
"3452";"Micrathena marta";"Micr"
"3453";"Teramnus labialis";"Tera"
"3454";"Lemna minuta";"Lemn"
"3455";"Pycnoscelus surinamensis";"Pycn"
"3456";"Sechium edule";"Sech"
"3457";"Schizophyllum commune";"Schi"
"3458";"Steriphoma colombianum";"Ster"
"3459";"Desmoncus giganteus";"Desm"
"3460";"Bactris guineensis";"Bact"
"3461";"Anacardium occidentale";"Anac"
"3462";"Clerodendrum paniculatum";"Cler"
"3463";"Uracis fastigiata";"Urac"
"3464";"Monnecles apollinarii";"Monn"
"3465";"Calliandra pittieri";"Call"
"3466";"Neoptychodes trilineatus";"Neop"
"3467";"Rhynchospora colorata";"Rhyn"
"3468";"Euphorbia hirta";"Euph"
"3469";"Castniomera atymnius";"Cast"
"3470";"Tillandsia flexuosa";"Till"
"3471";"Panaeolus antillarum";"Pana"
"3472";"Apoica pallens";"Apoi"
"3473";"Tremella fuciformis";"Trem"
"3474";"Battus polydamas";"Batt"
"3475";"Amblyomma ovale";"Ambl"
"3476";"Tradescantia pallida";"Trad"
"3477";"Aristolochia inflata";"Aris"
"3478";"Trichomanes sublabiatum";"Tric"
"3479";"Oncidium lineoligerum";"Onci"
"3480";"Selaginella articulata";"Sela"
"3481";"Eucinostomus gula";"Euci"
"3482";"Psammisia breviflora";"Psam"
"3483";"Echinochloa polystachya";"Echi"
"3484";"Coussarea paniculata";"Cous"
"3485";"Manettia smithii";"Mane"
"3486";"Hirtella elongata";"Hirt"
"3487";"Platystele alucitae";"Plat"
"3488";"Allobates talamancae";"Allo"
"3489";"Cyanocorax yncas";"Cyan"
"3490";"Puma concolor";"Puma"
"3491";"Spinus psaltria";"Spin"
"3492";"Byrsonima spicata";"Byrs"
"3493";"Tantilla supracincta";"Tant"
"3494";"Xanthyris flaveolata";"Xant"
"3495";"Ludovia integrifolia";"Ludo"
"3496";"Rhynchospora radicans";"Rhyn"
"3497";"Aphanotriccus audax";"Apha"
"3498";"Cnipodectes subbrunneus";"Cnip"
"3499";"Cotinga nattererii";"Coti"
"3500";"Crax alberti";"Crax"
"3501";"Dendrocolaptes certhia";"Dend"
"3502";"Hylopezus perspicillatus";"Hylo"
"3503";"Habia rubica";"Habi"
"3504";"Herpsilochmus rufimarginatus";"Herp"
"3505";"Micrastur mirandollei";"Micr"
"3506";"Micrastur ruficollis";"Micr"
"3507";"Onychorhynchus mexicanus";"Onyc"
"3508";"Phaethornis superciliosus";"Phae"
"3509";"Pyrrhura picta";"Pyrr"
"3510";"Heliconius hecalesia";"Heli"
"3511";"Setophaga aestiva";"Seto"
"3512";"Vireolanius pulchellus";"Vire"
"3513";"Xiphorhynchus guttatus";"Xiph"
"3514";"Euthycaelus cunampia";"Euth"
"3515";"Ancyluris inca";"Ancy"
"3516";"Trichomanes elegans";"Tric"
"3517";"Heliconius sara";"Heli"
"3518";"Enterolobium schomburgkii";"Ente"
"3519";"Junonia lavinia";"Juno"
"3520";"Citheronia phoronea";"Cith"
"3521";"Pseudophasma marmoratum";"Pseu"
"3522";"Alouatta palliata";"Alou"
"3523";"Marpesia merops";"Marp"
"3524";"Ampelioides tschudii";"Ampe"
"3525";"Cacicus haemorrhous";"Caci"
"3526";"Campephilus pollens";"Camp"
"3527";"Grallaria guatimalensis";"Gral"
"3528";"Morphnus guianensis";"Morp"
"3529";"Myiophobus flavicans";"Myio"
"3530";"Myrmotherula schisticolor";"Myrm"
"3531";"Scytalopus atratus";"Scyt"
"3532";"Trogon personatus";"Trog"
"3533";"Uranomitra franciae";"Uran"
"3534";"Chromacris psittacus";"Chro"
"3535";"Gynacantha membranalis";"Gyna"
"3536";"Megaloprepus caerulatus";"Mega"
"3537";"Synoeca septentrionalis";"Syno"
"3538";"Boana rufitela";"Boan"
"3539";"Eurybia cyclopia";"Eury"
"3540";"Anolis latifrons";"Anol"
"3541";"Leptophis depressirostris";"Lept"
"3542";"Eugenysa coscaroni";"Euge"
"3543";"Omaspides bistriata";"Omas"
"3544";"Huberodendron patinoi";"Hube"
"3545";"Wettinia kalbreyeri";"Wett"
"3546";"Dictyocaryum lamarckianum";"Dict"
"3547";"Goeppertia portobelensis";"Goep"
"3548";"Agalychnis spurrelli";"Agal"
